-114.005671,51.262567,"Walmart Supercentre - Airdrie ,","2881 Main St SW,  Airdrie,  AB, T4B 3G5, (403) 945-1295, #1050,  (NOP)"
-111.901252,50.578084,"Walmart Supercentre - Brooks ,","917 3 St W,  Brooks,  AB, T1R 1L5, (403) 793-2111, #3658,  (NOP)"
-114.213235,51.152812,"Walmart Supercentre - Calgary (Royal Oak) ,","8888 Country Hills Blvd #200,  Calgary,  AB, T3G 5T4, (403) 567-1502, #5726,  (NOP)"
-114.142114,51.097447,"Walmart Supercentre - Calgary (Northland) ,","5005 Northland Dr NW,  Calgary,  AB, T2L 2K1, (403) 247-8585, #3011, Gas, (NOP)"
-114.138488,51.040871,"Walmart Supercentre - Calgary (Westbrook) ,","1212 37 St SW,  Calgary,  AB, T3C 1S3, (403) 242-2205, #3009, Gas, (NOP)"
-114.070155,50.966056,"Walmart Supercentre - Calgary (Macleod) ,","9650 Macleod Trail,  Calgary,  AB, T2J 0P7, (403) 258-3988, #3010, Gas, (NOP)"
-114.039281,50.984422,"Walmart Supercentre - Calgary (Deerfoot),","7979 11 St,  Calgary,  AB, T2H 0B8, (403) 301-2051, #1089,  (NOP)"
-114.039133,51.107253,"Walmart Supercentre - Calgary (Northeast) ,","1110 57 Ave NE,  Calgary,  AB, T2E 9B7, (403) 730-0990, #3013,  (NOP)"
-114.028603,50.930551,"Walmart - Calgary (Deer Valley),","1221 Canyon Meadows Dr SE, Calgary,  AB, T2J 6G2, (403) 225-6638, #1144,"
-113.989925,51.053615,"Walmart Supercentre - Calgary (Marlborough) ,","3835 Memorial Dr NE,  Calgary,  AB, T2A 2K2, (403) 235-2352, #3012,  (NOP)"
-113.966699,50.930235,"Walmart Supercentre - Calgary (Southeast) ,","4705 130 Ave,  Calgary,  AB, T2Z 4J2, (403) 726-0430, #3650,  (NOP)"
-112.859721,53.019324,"Walmart Supercentre - Camrose ,","400 Cornerstone 6800 48th Ave,  Camrose,  AB, T4V 4T1, (780) 608-1211, #3181,  (NOP)"
-110.20215,54.408152,"Walmart Supercentre - Cold Lake,","4702 43 Ave,  Cold Lake,  AB, T9M 1M9, (780) 840-2340, #3640,"
-114.994295,53.225812,"Walmart - Drayton Valley,","5217 Power Centre Blvd,  Drayton Valley,  AB, T7A 1S7, (780) 514-3207, #1008,"
-112.687064,51.449393,"Walmart - Drumheller,","1801 South Railway Ave,  Drumheller,  AB, T0J 0Y0, (403) 820-7744, #1028,"
-113.390984,53.570576,"Walmart Supercentre - Edmonton (Abbotsfield),","3210 118th Ave NW, Edmonton, AB, T5W 4W1, (780) 474-8015 #1147,"
-113.644092,53.539488,"Walmart Supercentre - Edmonton (West),","18521 Stony Plain Rd NW,  Edmonton,  AB, T5S 2V9, (780) 487-8626, #3027,"
-113.600688,53.437912,"Walmart Supercentre - Edmonton (Southwest),","6110 Currents Dr. NW,  Edmonton,  AB, T6W 0L7, (780) 438-1190, #1094,"
-113.59472,53.520574,"Walmart Supercentre - Edmonton (Meadowlark),","100 Meadowlark Shopping Centre NW, Edmonton,  AB, T5R 5X1, (780) 483-4522, #1149,  (NOP)"
-113.542507,53.631757,"Walmart Supercentre - Edmonton,","16940 127th St N,  Edmonton,  AB, T6V 1S8, (780) 457-4366 #1122,"
-113.494111,53.473023,"Walmart Supercentre - Edmonton (South Park),","3931 Calgary Trail NW, Edmonton,  AB, T6J 5M8, (780) 437-7468, #1145,  (NOP)"
-113.481662,53.441312,"Walmart Supercentre - Edmonton (South Common)),","1203 Parsons Rd NW,  Edmonton,  AB, T6N 0A9, (780) 463-6030, #3029,"
-113.420457,53.539812,"Walmart Supercentre - Edmonton (Capilano),","5004 98 Ave NW,  Edmonton,  AB, T6A 0A2, (780) 466-2002, #3026,"
-113.402255,53.599701,"Walmart Supercentre - Edmonton (Northeast),","13703 40 St NW,  Edmonton,  AB, T5Y 3B5, (780) 476-4460, #3028,"
-113.389302,53.571242,"Walmart Supercentre - Edmonton (Westmount),","1 Westmount Shopping Centre, Edmonton,  AB, T5M 3L7, (780) 453-5801, #1148,  (NOP)"
-116.448739,53.577055,"Walmart - Edson,","5750 2 Ave,  Edson,  AB, T7E 0A1, (780) 723-6357, #1048,"
-111.359153,56.72178,"Walmart - Fort McMurray,","2 Hospital St,  Fort McMurray,  AB, T9H 5E4, (780) 790 6012, #3157,"
-113.211403,53.69665,"Walmart Supercentre - Fort Saskatchewan,","9551 87 Ave,  Fort Saskatchewan,  AB, T8L 4N3, (780) 998-3633, #5753,"
-118.82819,55.17204,"Walmart - Grande Prairie,","11050 103 Ave,  Grande Prairie,  AB, T8V 7H1, (780) 513-3740, #3147,"
-117.621222,53.386207,"Walmart - Hinton,","900 Carmichael Lane,  Hinton,  AB, T7V 1Y6, (780) 865-1421, #3038,"
-113.568259,53.268594,"Walmart Supercentre - Leduc,","5302 Discovery Way,  Leduc,  AB, T9E 8J7, (780) 986-7574, #3657,"
-112.795234,49.65775,"Walmart Supercentre - Lethbridge (South),","3700 Mayor Magrath Dr S,  Lethbridge,  AB, T1K 7T6, (403) 328-6277, #3048,"
-112.791108,49.728593,"Walmart Supercentre - Lethbridge (North),","3195 26th Ave N,  Lethbridge,  AB, T1H 5P4, (403)380-6722, #1078,"
-110.049273,53.27654,"Walmart Supercentre - Lloydminster,","4210 70th Ave,  Lloydminster,  AB, T9V 2X3, (780) 875-4777, #3168, Gas,"
-110.652597,49.999031,"Walmart Supercentre - Medicine Hat,","1820 Strachan Rd SE,  Medicine Hat,  AB, T1B 4J8, (403) 504-4410, #3150,"
-113.977544,50.714099,"Walmart Supercentre - Okotoks,","500 - 201 SouthRidge Dr,  Okotoks,  AB, T1S 2C8, (403) 995-1371, #5708,"
-114.141037,51.799211,"Walmart Supercentre - Olds,","6900 46th St,  Olds,  AB, T4H OA2, (403) 556-3844, #1084,"
-117.339138,56.2367,"Walmart Supercentre - Peace River,","9701 78th St,  Peace River,  AB, T8S 0A3, (708) 624-8911, #1068,"
-113.947413,49.497742,"Walmart Supercentre - Pincher Creek,","1100 Table Mountain Rd,  Pincher Creek,  AB, T0K 1W0, (403) 627-1790, #1070,"
-113.81431,52.23347,"Walmart Supercentre - Red Deer South),","2010 50 Ave,  Red Deer,  AB, T4R 3A2, (403) 358-5842, #3194,  (NOP)"
-113.812575,52.286129,"Walmart - Red Deer (North),","6375 50 Ave,  Red Deer,  AB, T4N 4C7, (403) 346-6650, #3075,"
-114.062149,50.900758,"Walmart Supercentre - Shawnessy,","100 - 310 Shawville Blvd SE,  Shawnessy,  AB, T2Y 3S4, (403) 201-5415, #3151, Gas, (NOP)"
-113.318006,53.511029,"Walmart - Sherwood Park,","239 Wye Rd,  Sherwood Park,  AB, T8B 1N1, (780) 464-2105, #3154, Gas,"
-113.279915,53.568364,"Walmart Supercentre - Sherwood Park,","7000 Emerald Dr,  Sherwood Park,  AB, T8H 0P5, (780) 464-0418 #1123,"
-114.784367,55.272669,"Walmart - Slave Lake,","601 - 1500 Main St SW, Slave Lake,  AB, T0G 2A4, (780) 849-9579, #1030,"
-113.931937,53.539693,"Walmart - Spruce Grove,","90 Campsite Rd,  Spruce Grove,  AB, T7X 4H4, (780) 962-9002, #3637,"
-113.633174,53.659257,"Walmart Supercentre - St Albert,","700 St Albert Rd,  St Albert,  AB, T8N 7A5, (780) 458-1629, #3087,"
-112.738479,52.324303,"Walmart - Stettler,","4721 70 St,  Stettler,  AB, T0C 2L1, (403) 742-4404, #1034,"
-113.381997,51.038849,"Walmart - Strathmore,","200 Ranch Market,  Strathmore,  AB, T1P 0A1, (403) 934-9776, #1049,"
-114.063359,52.305462,"Walmart Supercentre - Sylvan Lake,","3420 47th Ave,  Sylvan Lake,  AB, T4S 0B6, (403) 887-7590, #1102,"
-112.128097,49.783451,"Walmart - Taber,","4500 64 St,  Taber,  AB, T1G 0A4, (403) 223-3458, #1046,"
-112.082576,53.502912,"Walmart Supercentre - Vegreville,","6809 Hwy-16A W,  Vegreville,  AB, T9C 0A2, (780) 632-6016, #1071,"
-110.827387,52.841926,"Walmart Supercentre - Wainwright,","2901 13 Ave,  Wainwright,  AB, T9W 0A1, (780) 842-3144, #1062,"
-113.486918,53.597308,"Walmart Supercentre - West Edmonton,","9402 135th Ave North, West Edmonton, AB, T5E 5R8, (780) 406-8807, #1146,"
-113.393672,52.953464,"Walmart Supercentre - Wetaskiwin,","3600 56 St,  Wetaskiwin,  AB, T9A 3T5, (780) 352-8093, #3112,"
-115.668503,54.141354,"Walmart - Whitecourt,","5005 Dahl Dr,  Whitecourt,  AB, T7S 1P6, (780) 706-3323, #1009,"
-149.881507,61.192165,"Walmart Supercenter - Anchorage ,","3101 A St,  Anchorage,  AK, 99503, (907) 563-5900, #2070,  (NOP)"
-149.868161,61.140234,"Walmart Supercenter - Anchorage (S) ,","8900 Old Seward Hwy,  Anchorage,  AK, 99515, (907) 344-5300, #2071,  (NOP)"
-149.860557,61.140814,"Sam's Club - Anchorage,","8801 Old Seward Hwy,  Anchorage,  AK, 99515, (907) 522-2333, #6601,"
-149.738148,61.230495,"Sam's Club - Anchorage,","1074 N Muldoon Rd, Anchorage,  AK, 99504, (907) 276-2996, #6602,"
-149.535324,61.30978,"Walmart Supercenter - Eagle River ,","18600 Eagle River Rd,  Eagle River,  AK, 99577, (907) 694-9780, #2188,  (NOP)"
-147.707913,64.851952,"Sam's Club - Fairbanks ,","48 College Rd,  Fairbanks,  AK, 99701, (907) 451-4800, #6603, Gas,"
-147.688971,64.857356,"Walmart Supercenter - Fairbanks ,","537 Johansen Expressway,  Fairbanks,  AK, 99701, (907) 451-9900, #2722,  (NOP)"
-134.515207,58.358498,"Walmart Supercenter - Juneau,","6525 Glacier Hwy,  Juneau,  AK, 99801, (907) 789-5000, #3814,"
-151.226631,60.564167,"Walmart Supercenter - Kenai,","10096 Kenai Spur,  Kenai,  AK, 99611, (907) 395-0971, #4474,"
-131.720364,55.376113,"Walmart - Ketchikan,","4230 Don King Rd,  Ketchikan,  AK, 99901, (907) 247-2156, #2710,"
-152.36445,57.811389,"Walmart - Kodiak,","2911 Mill Bay Rd,  Kodiak,  AK, 99615, (907) 481-1670, #2711,"
-149.362998,61.568711,"Walmart Supercenter - Wasilla,","1350 So. Seward Meridian Pkwy,  Wasilla,  AK, 99654, (907) 376-9780, #2074,"
-87.657927,34.818559,"Wm Nbrhd Mkt - Florence,","1410 Florence Blvd, Florence,  AL 35630, (256) 712-6195, #4188,  (NOP)"
-86.80236,33.235791,"Walmart Supercenter - Alabaster ,","630 Colonial Promenade Pkwy , I-65 Exit 238,  Alabaster,  AL, 35007, (205) 620-0360, #0423, Gas/Diesel,"
-85.976666,32.940771,"Walmart Supercenter - Alexander City,","2643 Hwy 280,  Alexander City,  AL, 35010, (256) 234-0316, #0726, Gas,"
-86.445471,31.320815,"Walmart Supercenter - Andalusia ,","1991 M. L. King Jr. Expressway,  Andalusia,  AL, 36420, (334) 222-6561, #1091, Gas/Diesel,"
-85.819395,33.719758,"Walmart Supercenter - Anniston,","5560 Mcclellan Blvd,  Anniston,  AL, 36206, (256) 820-3326, #0329, Gas,"
-86.500972,34.341907,"Walmart Supercenter - Arab ,","1450 N Brindlee Mountain Pk,  Arab,  AL, 35016, (256) 586-8168, #0306, Gas/Diesel,"
-86.958676,34.787751,"Walmart Supercenter - Athens,","1011 U.s. Hwy 72 East,  Athens,  AL, 35611, (256) 230-2981, #0661, Gas,"
-86.093527,33.994538,"Walmart Supercenter - Attalla (Southwest),","973 Gilbert Ferry Rd Se , I-59 Exit 181,  Attalla, AL, 35954, (256) 538-3811, #0316,"
-85.497471,32.571045,"Walmart Supercenter - Auburn,","1717 South College St,  Auburn,  AL, 36830, (334) 821-2493, #0356, Gas,"
-85.430014,32.608515,"Sam's Club - Auburn,","2335 Bent Creek Rd , I-85 Exit 57,  Auburn,  AL, 36830, (334) 821-0121, #4989, Gas/Diesel,"
-87.789589,30.885155,"Walmart Supercenter - Bay Minette ,","701 Mcmeans Ave,  Bay Minette,  AL, 36507, (251) 937-5558, #2739, Gas/Diesel, (NOP)"
